,Year,To_Country,Participant,Song,Total_Points,Round,Rank,Winner,danceability,wins_up_to_the_year,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Latvia,Lithuania,Luxembourg,Malta,"Moldova, Republic of",Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom,won_last_year,Total_Participations_Up_To_The_Year,Top3_Count
791,1999,France,Nayah,Je Veux Donner Ma Voix,14,Final,19,0,0.459,5,0.567,0.0,-6.386,1.0,0.0408,0.0531,6.98e-06,0.106,0.252,169.842,184987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41.0,16.0
783,1999,Lithuania,Aiste Smilgeviciute,Strazdas,13,Final,20,0,0.412,0,0.601,2.0,-8.376,1.0,0.0326,0.0165,0.000516,0.159,0.229,152.961,185440.0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
802,1999,Portugal,Rui Bandeira,Como Tudo Começou,12,Final,21,0,0.696,0,0.713,2.0,-8.208,1.0,0.0286,0.139,7.81e-06,0.325,0.704,127.918,184293.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0
804,1999,Cyprus,Marlain Angelidou,Tha'nai Erotas,2,Final,22,0,0.692,0,0.604,9.0,-6.309,0.0,0.0356,0.749,0.0,0.0728,0.677,123.956,179998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18.0,0.0
785,1999,Spain,Lydia,No Quiero Escuchar,1,Final,23,0,0.656,2,0.491,8.0,-8.958,0.0,0.0246,0.342,1.91e-06,0.0835,0.311,87.975,241893.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,7.0
818,2000,Denmark,Olsen brothers,Fly On The Wings Of Love,195,Final,1,1,0.69,2,0.82,2.0,-8.74,1.0,0.0367,0.358,2.28e-05,0.0671,0.827,103.994,197619.0,0,0,0,10,0,0,10,0,0,0,4,0,0,8,10,7,0,12,0,0,12,12,12,0,0.0,12,0,0,8,0,0,0,10,0,10,0,0,1,12,0,0,0,0,10,12,10,1,0,12,0,30.0,5.0
814,2000,Russia,Alsou,Solo,155,Final,2,0,0.723,0,0.837,10.0,-6.631,0.0,0.0324,0.356,0.0,0.143,0.802,104.947,171707.0,0,0,0,7,0,0,7,0,0,12,12,0,6,10,5,5,0,4,0,0,8,10,10,0,0.0,0,0,0,12,0,0,0,0,7,8,0,0,12,0,0,0,0,0,5,5,2,0,0,8,0,4.0,1.0
822,2000,Latvia,BrainStorm,My Star,136,Final,3,0,0.553,0,0.858,5.0,-6.19,1.0,0.039,0.0947,0.000173,0.296,0.566,135.191,184107.0,0,0,0,8,0,0,12,0,0,0,1,0,8,12,12,3,0,7,0,0,10,8,4,0,0.0,0,0,0,0,0,0,0,4,3,12,0,0,0,1,0,0,0,0,7,10,7,0,0,7,0,1.0,1.0
809,2000,Estonia,Ines,Once In A Lifetime,98,Final,4,0,0.547,0,0.538,1.0,-9.779,1.0,0.0302,0.427,0.0,0.0753,0.385,121.988,247810.0,0,0,0,3,0,0,2,0,0,6,6,0,4,0,8,0,0,5,0,0,5,7,6,0,0.0,10,0,0,7,0,0,0,7,0,4,0,0,6,0,0,0,0,0,0,6,0,2,0,4,0,6.0,0.0
828,2000,Germany,Stefan Raab,Wadde Hadde Dudde Da,96,Final,5,0,0.894,1,0.724,1.0,-6.033,1.0,0.284,0.161,0.0,0.374,0.741,95.001,360000.0,0,0,0,12,0,0,6,0,0,1,0,0,2,0,2,10,0,0,0,0,6,5,0,0,0.0,8,0,0,0,0,0,0,8,0,3,0,0,0,4,0,0,0,0,12,0,12,0,0,5,0,43.0,10.0
820,2000,Ireland,Eamonn Toal,Millennium Of Love,92,Final,6,0,0.427,7,0.475,4.0,-6.225,1.0,0.0307,0.585,0.0,0.155,0.28,76.012,186427.0,0,0,0,4,0,0,4,0,0,5,7,0,5,4,1,4,0,0,0,0,2,0,2,0,0.0,1,0,0,10,0,0,0,3,0,6,0,0,2,0,0,0,0,0,3,4,8,7,0,10,0,35.0,12.0
825,2000,Sweden,Roger Pontare,When Spirits Are Calling My Name,88,Final,7,0,0.534,4,0.85,7.0,-3.004,0.0,0.0613,0.0539,1.7e-06,0.278,0.47,122.798,182813.0,0,0,0,0,0,0,5,0,0,0,0,0,10,5,7,1,0,8,0,0,4,6,0,0,0.0,0,0,0,4,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,0,3,12,0,6,1,40.0,9.0
812,2000,Malta,Claudette Pace,Desire,73,Final,8,0,0.712,0,0.815,7.0,-6.28,1.0,0.0948,0.345,0.0,0.058,0.524,105.953,182787.0,0,0,0,2,0,0,1,0,0,8,8,0,3,1,0,0,0,3,0,0,0,3,3,0,0.0,4,0,0,0,0,0,0,1,8,2,0,0,7,8,0,0,0,0,1,3,0,5,0,2,0,13.0,2.0
826,2000,Croatia,Goran Karan,Kada Zaspu Andeli,70,Final,9,0,0.565,0,0.604,4.0,-7.216,0.0,0.0341,0.314,0.0,0.093,0.635,152.153,186160.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,8,0,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,8,10,0,0,0,0,2,0,6,8,0,0,0,8.0,0.0
821,2000,Türkiye,Pinar Ayhan & S.O.S. band,Yorgunum Anla,59,Final,10,0,0.596,0,0.692,7.0,-5.993,0.0,0.0364,0.028,0.000204,0.292,0.459,158.167,232427.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1.0
813,2000,Norway,Charmed,My Heart Goes Boom,57,Final,11,0,0.656,2,0.907,11.0,-3.985,1.0,0.0299,0.319,0.0,0.0849,0.926,105.0,183280.0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,4,7,0,0.0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,3,0,40.0,4.0
824,2000,Iceland,Einer Augúst Víðisson en Telma Augústdóttir,Tell Me!,45,Final,12,0,0.191,0,0.0456,7.0,-32.689,1.0,0.0439,0.984,0.866,0.128,0.0647,70.431,129103.0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,5,0,0.0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14.0,1.0
807,2000,Netherlands,Linda Wagenmakers,No Goodbyes,40,Final,13,0,0.645,4,0.876,10.0,-6.574,1.0,0.0402,0.0148,0.000918,0.394,0.657,134.995,187533.0,0,0,0,0,0,0,8,0,0,2,5,0,0,0,0,2,0,1,0,0,1,1,8,0,0.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,41.0,5.0
819,2000,Austria,The rounder girls,All To You,34,Final,14,0,0.443,1,0.329,10.0,-11.955,1.0,0.0608,0.923,0.0,0.722,0.542,133.654,247387.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,2,0,0,0.0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,1,0,38.0,1.0
829,2000,North Macedonia,XXL,100\% Te Ljubam,29,Final,15,0,0.575,0,0.622,5.0,-7.271,1.0,0.0399,0.293,1.89e-06,0.13,0.494,120.012,182840.0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0
808,2000,United Kingdom,Nicki French,Don't Play That Song Again,28,Final,16,0,0.947,5,0.605,10.0,-8.621,0.0,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,133613.0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0.0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,43.0,22.0
811,2000,Romania,Taxi,The Moon,25,Final,17,0,0.68,0,0.735,11.0,-5.553,0.0,0.0482,0.0505,0.00132,0.109,0.523,106.994,213120.0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0
817,2000,Spain,Serafín Zubiri,Colgado De Un Sueño,18,Final,18,0,0.577,2,0.607,7.0,-6.818,1.0,0.0265,0.338,0.0,0.168,0.408,114.717,188067.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,40.0,7.0
823,2000,Finland,Nina Åström,A Little Bit,18,Final,18,0,0.498,0,0.68,11.0,-8.756,1.0,0.114,0.0676,0.0,0.386,0.656,77.575,86465.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,36.0,0.0
827,2000,Switzerland,Jane Bogaert,La Vita Cos'è?,14,Final,20,0,0.557,2,0.467,10.0,-12.981,0.0,0.0454,0.519,0.0301,0.13,0.374,96.172,231250.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,42.0,7.0
806,2000,Cyprus,Voice,Nomiza,8,Final,21,0,0.119,0,0.414,5.0,-15.641,1.0,0.0406,0.85,0.899,0.108,0.0784,168.438,234844.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0.0
816,2000,Israel,Ping Pong,Sa'me'akh,7,Final,22,0,0.755,3,0.763,8.0,-4.328,1.0,0.0501,0.0513,0.0,0.0326,0.696,114.992,218053.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,6.0
810,2000,France,Sofia Mestari,On Aura Le Ciel,5,Final,23,0,0.515,5,0.242,9.0,-11.919,1.0,0.0385,0.803,0.0206,0.379,0.103,90.128,278245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42.0,16.0
815,2000,Belgium,Nathalie Sorce,Envie De Vivre,2,Final,24,0,0.59,1,0.84,8.0,-7.056,1.0,0.123,0.726,0.0,0.203,0.635,114.75,179324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,2.0
848,2001,Estonia,"Tanel Padar, Dave Benton & 2XL",Everybody,198,Final,1,1,0.739,1,0.555,1.0,-13.053,1.0,0.0401,0.0284,0.907,0.13,0.744,128.456,168763.0,0,0,0,0,0,0,0,4,0,2,0,0,8,0,0,8,0,10,12,0,10,10,6,0,0.0,12,12,0,12,0,0,0,12,0,10,12,0,0,6,0,0,0,12,8,8,0,12,0,12,0,7.0,1.0
851,2001,Denmark,Rollo & King,Never Ever Let You Go,177,Final,2,0,0.921,2,0.668,7.0,-8.73,1.0,0.235,0.0949,0.0,0.592,0.892,131.059,296587.0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,4,0,12,6,0,12,12,7,0,0.0,10,6,0,6,0,0,0,10,0,12,7,8,0,0,0,0,0,10,7,10,0,4,0,10,1,31.0,6.0
850,2001,Greece,Antique,Die For You,147,Final,3,0,0.572,0,0.95,11.0,-3.784,0.0,0.042,0.059,0.000225,0.195,0.798,124.017,177213.0,0,0,0,0,0,0,0,8,0,5,0,0,5,6,0,3,0,8,0,0,8,5,10,0,0.0,2,5,0,7,0,0,0,6,0,8,8,4,0,5,0,0,0,8,12,12,0,5,0,7,0,22.0,1.0
842,2001,France,Natasha St-Pier,Je N'ai Que Mon âme,142,Final,4,0,0.378,5,0.527,0.0,-5.876,1.0,0.027,0.66,0.0,0.162,0.152,94.654,170467.0,0,0,0,0,0,0,0,12,0,6,0,0,6,10,0,0,0,6,4,0,4,7,2,0,0.0,7,7,0,0,0,0,0,8,0,7,10,12,0,12,0,0,0,6,3,6,0,1,0,6,0,43.0,16.0
836,2001,Sweden,Friends,Listen To Your Heartbeat,100,Final,5,0,0.756,4,0.92,0.0,-4.598,1.0,0.0435,0.13,0.024,0.0533,0.769,120.006,246840.0,0,0,0,0,0,0,0,3,0,4,0,0,10,7,0,2,0,0,0,0,7,8,8,0,0.0,6,2,0,8,0,0,0,0,0,2,5,5,0,2,0,0,0,0,5,0,0,8,0,8,0,41.0,9.0
852,2001,Spain,David Civera,Dile Que La Quiero,76,Final,6,0,0.692,2,0.882,4.0,-8.135,0.0,0.0583,0.143,6.94e-06,0.0538,0.773,104.948,186027.0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,0,8,0,2,3,12,0,0.0,4,0,0,0,0,0,0,7,0,4,1,7,0,0,0,0,0,1,0,5,0,6,0,3,0,41.0,7.0
845,2001,Slovenia,Nuša Derenda,Energy,70,Final,7,0,0.715,0,0.679,3.0,-5.663,0.0,0.0409,0.424,0.00468,0.0833,0.495,93.012,131613.0,0,0,0,0,0,0,0,10,0,8,0,0,0,5,0,1,0,4,0,0,6,2,1,0,0.0,0,4,0,0,0,0,0,4,0,6,6,0,0,4,0,0,0,0,2,7,0,0,0,0,0,7.0,0.0
847,2001,Germany,Michelle,Wer Liebe Lebt,66,Final,8,0,0.405,1,0.746,8.0,-4.54,1.0,0.0374,0.558,8.5e-06,0.332,0.261,75.426,246053.0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,6,0,0,1,0,0,6,0,0,0.0,1,0,0,5,0,0,0,1,0,3,4,10,0,8,0,0,0,0,10,0,0,3,0,2,0,44.0,10.0
849,2001,Malta,Fabrizio Faniello,Another Summer Night,48,Final,9,0,0.682,0,0.933,9.0,-5.758,0.0,0.0809,0.144,0.0,0.0467,0.611,125.93,176667.0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,0,1,3,0,3,0,0,0,0.0,0,1,0,0,0,0,0,0,0,5,3,0,0,7,0,0,0,0,4,3,0,2,0,1,0,14.0,2.0
839,2001,Croatia,Vanna,Strings Of My Heart,42,Final,10,0,0.496,0,0.779,5.0,-6.434,1.0,0.104,0.139,0.000449,0.12,0.271,120.087,178160.0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,9.0,0.0
843,2001,Türkiye,Sedat Yüce,Sevgiliye Son,41,Final,11,0,0.731,0,0.513,1.0,-3.816,1.0,0.0283,0.441,0.0,0.0864,0.505,109.989,179177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1.0
835,2001,Russia,Mumiy troll,Lady Alpine Blue,37,Final,12,0,0.58,0,0.36,6.0,-7.93,1.0,0.0303,0.841,6.15e-06,0.129,0.302,99.194,210113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,0,3,0,0.0,8,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0
837,2001,Lithuania,Skamp,You Got Style,35,Final,13,0,0.762,0,0.727,10.0,-7.329,0.0,0.065,0.11,0.0,0.141,0.873,120.002,198800.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0.0,5,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,2,0,1,0,0,0,4,0,3.0,0.0
832,2001,Bosnia & Herzegovina,Nino,Hano,29,Final,14,0,0.493,0,0.514,2.0,-9.619,1.0,0.0396,0.174,1.81e-06,0.0865,0.434,117.496,491160.0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,7.0,0.0
844,2001,United Kingdom,Lindsay D.,No Dream Impossible,28,Final,15,0,0.552,5,0.887,2.0,-4.603,0.0,0.0502,0.04,1.26e-06,0.114,0.337,128.027,184477.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0.0,3,3,0,3,0,0,0,2,0,0,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,44.0,22.0
834,2001,Israel,Tal Sondak,Ein Davar,25,Final,16,0,0.626,3,0.661,3.0,-5.095,1.0,0.0292,0.629,0.0,0.195,0.645,132.011,226276.0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,24.0,6.0
830,2001,Portugal,MTM,Só Sei Ser Feliz Assim,18,Final,17,0,0.713,0,0.625,0.0,-3.473,1.0,0.0268,0.573,0.0,0.11,0.687,114.023,205685.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,36.0,0.0
838,2001,Latvia,Arnis Mednis,Too Much,16,Final,18,0,0.712,0,0.949,6.0,-5.006,0.0,0.179,0.467,0.0,0.26,0.803,153.049,180533.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0
840,2001,Netherlands,Michelle,Out On My Own,16,Final,18,0,0.557,4,0.0133,5.0,-25.413,0.0,0.0406,0.988,0.859,0.109,0.118,79.506,212074.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,4,0,0,0,0,0,0,0,42.0,5.0
846,2001,Poland,Piasek,2 Long,11,Final,20,0,0.548,0,0.537,2.0,-6.805,1.0,0.0516,0.317,0.0,0.138,0.105,140.037,219429.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,7.0,1.0
841,2001,Ireland,Gary O'Shaughnessy,Without Your Love,6,Final,21,0,0.732,7,0.891,3.0,-7.476,0.0,0.0298,0.0678,0.446,0.089,0.943,134.031,231760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,36.0,12.0
831,2001,Iceland,TwoTricky,Angel,3,Final,22,0,0.644,0,0.902,9.0,-4.914,1.0,0.0487,0.335,0.0,0.3,0.887,124.0,180326.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,1.0
833,2001,Norway,Haldor Lægreid,On My Own,3,Final,22,0,0.484,2,0.477,9.0,-6.953,1.0,0.0284,0.626,0.0,0.0987,0.107,125.789,184147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,4.0
867,2002,Latvia,Marie N,I Wanna,176,Final,1,1,0.669,1,0.814,7.0,-6.469,1.0,0.0496,0.0243,9.29e-05,0.214,0.899,144.043,181023.0,0,0,0,10,0,0,8,5,0,2,4,0,7,12,6,8,0,12,10,0,0,0,12,0,0.0,0,12,0,7,0,0,0,0,7,0,0,0,0,10,0,0,0,5,12,5,8,6,0,8,0,3.0,2.0
869,2002,Malta,Ira Losco,7th Wonder,164,Final,2,0,0.726,0,0.759,2.0,-3.677,1.0,0.0279,0.411,0.0,0.135,0.453,104.991,181133.0,0,0,0,8,0,0,7,4,0,12,10,0,12,7,2,6,0,10,6,0,0,0,10,0,0.0,7,3,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,10,10,4,4,5,0,12,0,15.0,3.0
854,2002,Estonia,Sahléne,Runaway,111,Final,3,0,0.695,1,0.878,6.0,-4.378,1.0,0.0307,0.0552,1.53e-05,0.329,0.97,128.013,172667.0,0,0,0,3,0,0,4,10,0,5,0,0,8,0,10,0,0,4,0,0,0,0,2,0,0.0,12,7,0,2,0,0,0,0,6,0,0,0,2,3,0,0,0,6,0,12,0,8,0,7,1,8.0,2.0
860,2002,United Kingdom,Jessica Garlick,Come Back,111,Final,3,0,0.591,5,0.44,5.0,-7.658,1.0,0.0305,0.0622,0.0,0.249,0.342,124.117,175293.0,0,0,0,12,0,0,6,7,0,0,0,0,6,6,8,1,0,8,7,0,0,0,5,0,0.0,5,8,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,2,6,2,0,0,0,45.0,23.0
872,2002,France,Sandrine François,Il Faut Du Temps,104,Final,5,0,0.577,5,0.655,7.0,-7.482,1.0,0.0262,0.0204,0.889,0.0914,0.159,130.049,241973.0,0,0,0,0,0,0,10,8,0,0,0,0,5,3,12,0,0,6,3,0,0,0,7,0,0.0,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,8,10,0,0,10,0,44.0,16.0
861,2002,Cyprus,One,Gimme,85,Final,6,0,0.433,0,0.833,1.0,-6.265,1.0,0.0359,4.59e-06,0.00791,0.33,0.336,105.828,120893.0,0,0,0,0,0,0,3,0,0,10,0,0,0,4,4,0,0,0,12,0,0,0,0,0,0.0,8,4,0,12,0,0,0,0,0,0,0,0,8,6,0,0,0,4,6,1,0,0,0,3,0,20.0,0.0
862,2002,Spain,Rosa,Europe's Living A Celebration,81,Final,7,0,0.736,2,0.978,6.0,-2.578,0.0,0.0433,0.134,0.0,0.591,0.702,134.976,172347.0,0,0,0,0,0,0,12,6,0,6,7,0,0,0,0,12,0,7,4,0,0,0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,2,0,42.0,7.0
865,2002,Sweden,Afro-dite,Never Let It Go,72,Final,8,0,0.71,4,0.93,3.0,-5.537,0.0,0.0487,0.259,0.0,0.356,0.768,137.966,182307.0,0,0,0,4,0,0,1,12,0,0,0,0,10,8,7,0,0,0,1,0,0,0,3,0,0.0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,1,0,42.0,9.0
871,2002,Romania,Monica Anghel & Marcel Pavel,Tell Me Why,71,Final,9,0,0.436,0,0.363,10.0,-8.409,1.0,0.0295,0.696,0.0,0.159,0.35,135.766,153413.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,1,8,0,0,0,8,0,0.0,0,0,0,6,0,0,0,0,12,0,0,0,0,12,0,0,0,0,5,0,0,7,0,0,0,4.0,0.0
855,2002,Russia,Prime minister,Northern Girl,55,Final,10,0,0.322,0,0.642,7.0,-7.821,1.0,0.0316,0.241,0.000342,0.2,0.381,49.199,214832.0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,0,0,0,2,0,0,0,1,0,0.0,10,6,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1.0
856,2002,Croatia,Vesna Pisarovic,Everything I Want,44,Final,11,0,0.764,0,0.579,5.0,-7.407,1.0,0.0338,0.108,0.0,0.326,0.531,98.042,186307.0,0,0,0,6,0,0,0,2,0,0,6,0,0,0,0,0,0,3,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,10.0,0.0
857,2002,Israel,Sarit Hadad,Light A Candle,37,Final,12,0,0.472,3,0.418,0.0,-7.39,1.0,0.0296,0.0734,0.000646,0.102,0.535,145.239,261133.0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,10,0,5,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,5,0,25.0,6.0
868,2002,Slovenia,Sestre,Samo Ljubezen,33,Final,13,0,0.571,0,0.852,2.0,-6.976,1.0,0.0491,0.00204,0.0,0.323,0.77,140.046,179213.0,0,0,0,2,0,0,0,1,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,2,0,0,6,0,8.0,0.0
873,2002,Belgium,Sergio & the Ladies,Sister,33,Final,13,0,0.789,1,0.67,7.0,-12.263,1.0,0.0578,0.306,0.0,0.0435,0.984,89.532,169600.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,3,0,10,0,4,0,43.0,2.0
874,2002,Bosnia & Herzegovina,Maja,Na Jastuku Za Dvoje,33,Final,13,0,0.391,0,0.959,4.0,-5.904,1.0,0.293,0.348,0.0,0.88,0.486,167.926,174457.0,0,0,0,7,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,8.0,0.0
870,2002,Türkiye,Buket Bengisu & Saphire,Leylaklar Soldu Kalbinde,29,Final,16,0,0.398,0,0.585,0.0,-6.254,0.0,0.0362,0.737,0.0,0.093,0.317,73.312,204628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1.0
